Date,AAPL,NVDA,TSLA
2024-02-01,184.94,62.99,188.86
2024-02-02,183.94,66.12,187.91
2024-02-05,185.75,69.29,181.06
2024-02-06,187.35,68.19,185.1
2024-02-07,187.46,70.06,187.58
2024-02-08,186.38,69.6,189.56
2024-02-09,187.15,72.09,193.57
2024-02-12,185.46,72.21,188.13
2024-02-13,183.37,72.09,184.02
2024-02-14,182.49,73.86,188.71
2024-02-15,182.2,72.62,200.45
2024-02-16,180.67,72.57,199.95
2024-02-20,179.92,69.41,193.76
2024-02-21,180.68,67.43,194.77
2024-02-22,182.71,78.49,197.41
2024-02-23,180.87,78.77,191.97
2024-02-26,179.53,79.05,199.4
2024-02-27,180.98,78.66,199.73
2024-02-28,179.78,77.62,202.04
2024-02-29,179.12,79.07,201.88
2024-03-01,178.04,82.23,202.64
2024-03-04,173.52,85.19,188.14
2024-03-05,168.59,85.92,180.74
2024-03-06,167.59,88.65,176.54
2024-03-07,167.48,92.62,178.65
2024-03-08,169.19,87.48,175.34
2024-03-11,171.19,85.73,177.77
2024-03-12,171.67,91.87,177.54
2024-03-13,169.59,90.84,169.48
2024-03-14,171.44,87.9,162.5
2024-03-15,171.06,87.79,163.57
2024-03-18,172.15,88.41,173.8
2024-03-19,174.49,89.35,171.32
2024-03-20,177.06,90.33,175.66
2024-03-21,169.82,91.39,172.82
2024-03-22,170.73,94.24,170.83
2024-03-25,169.31,94.95,172.63
2024-03-26,168.18,92.51,177.67
2024-03-27,171.75,90.2,179.83
2024-03-28,169.93,90.31,175.79
2024-04-01,168.5,90.32,175.22
2024-04-02,167.32,89.41,166.63
2024-04-03,168.12,88.92,168.38
2024-04-04,167.3,85.86,171.11
2024-04-05,168.05,87.96,164.9
2024-04-08,166.93,87.09,172.98
2024-04-09,168.14,85.31,176.88
2024-04-10,166.27,86.99,171.76
2024-04-11,173.46,90.57,174.6
2024-04-12,174.96,88.14,171.05
2024-04-15,171.13,85.96,161.48
2024-04-16,167.85,87.37,157.11
2024-04-17,166.48,83.99,155.45
2024-04-18,165.53,84.63,149.93
2024-04-19,163.51,76.16,147.05
2024-04-22,164.34,79.48,142.05
2024-04-23,165.39,82.38,144.68
2024-04-24,167.5,79.64,162.13
2024-04-25,168.36,82.59,170.18
2024-04-26,167.77,87.69,168.29
2024-04-29,171.94,87.71,194.05
2024-04-30,168.79,86.36,183.28
2024-05-01,167.77,83.0,179.99
2024-05-02,171.47,85.77,180.01
2024-05-03,181.73,88.74,181.19
2024-05-06,180.07,92.09,184.76
2024-05-07,180.75,90.51,177.81
2024-05-08,181.09,90.37,174.72
2024-05-09,182.91,88.7,171.97
2024-05-10,181.65,89.83,168.47
2024-05-13,184.85,90.35,171.89
2024-05-14,185.99,91.31,177.55
2024-05-15,188.26,94.58,173.99
2024-05-16,188.38,94.31,174.84
2024-05-17,188.41,92.43,177.46
2024-05-20,189.57,94.73,174.95
2024-05-21,190.87,95.34,186.6
2024-05-22,189.43,94.9,180.11
2024-05-23,185.45,103.75,173.74
2024-05-24,188.52,106.41,179.24
2024-05-28,188.53,113.84,176.75
2024-05-29,188.83,114.77,176.19
2024-05-30,189.82,110.44,178.79
2024-05-31,190.77,109.58,178.08
2024-06-03,192.54,114.94,176.29
2024-06-04,192.86,116.38,174.77
2024-06-05,194.37,122.38,175.0
2024-06-06,192.99,120.94,177.94
2024-06-07,195.38,120.83,177.48
2024-06-10,191.64,121.73,173.79
2024-06-11,205.56,120.86,170.66
2024-06-12,211.43,125.15,177.29
2024-06-13,212.6,129.55,182.47
2024-06-14,210.86,131.82,178.01
2024-06-17,215.01,130.92,187.44
2024-06-18,212.65,135.52,184.86
2024-06-20,208.07,130.72,181.57
2024-06-21,205.9,126.52,183.01
2024-06-24,206.54,118.06,182.58
2024-06-25,207.47,126.04,187.35
2024-06-26,211.61,126.35,196.37
2024-06-27,212.46,123.94,197.42
2024-06-28,209.0,123.49,197.88
2024-07-01,215.09,124.25,209.86
2024-07-02,218.58,122.62,231.26
2024-07-03,219.85,128.23,246.39
2024-07-05,224.6,125.78,251.52
2024-07-08,226.07,128.15,252.94
2024-07-09,226.92,131.32,262.33
2024-07-10,231.19,134.85,263.26
2024-07-11,225.82,127.35,241.03
2024-07-12,228.77,129.18,248.23
2024-07-15,232.6,128.39,252.64
2024-07-16,233.02,126.31,256.56
2024-07-17,227.12,117.94,248.5
2024-07-18,222.46,121.04,249.23
2024-07-19,222.59,117.88,239.2
2024-07-22,222.24,123.49,251.51
2024-07-23,223.28,122.54,246.38
2024-07-24,216.86,114.2,215.99
2024-07-25,215.82,112.23,220.25
2024-07-26,216.29,113.01,219.8
2024-07-29,216.57,111.54,232.1
2024-07-30,217.12,103.69,222.62
2024-07-31,220.38,116.97,232.07
2024-08-01,216.68,109.16,216.86
2024-08-02,218.17,107.22,207.67
2024-08-05,207.66,100.41,198.88
2024-08-06,205.64,104.21,200.64
2024-08-07,208.21,98.87,191.76
2024-08-08,211.67,104.93,198.84
2024-08-09,214.58,104.71,200.0
2024-08-12,216.11,108.97,197.49
2024-08-13,219.83,116.09,207.83
2024-08-14,220.27,118.03,201.38
2024-08-15,223.25,122.81,214.14
2024-08-16,224.57,124.53,216.12
2024-08-19,224.42,129.94,222.72
2024-08-20,225.03,127.2,221.1
2024-08-21,224.92,128.45,223.27
2024-08-22,223.06,123.69,210.66
2024-08-23,225.36,129.31,220.32
2024-08-26,225.7,126.41,213.21
2024-08-27,226.54,128.25,209.21
2024-08-28,225.01,125.56,205.75
2024-08-29,228.29,117.54,206.28
2024-08-30,227.51,119.32,214.11
2024-09-03,221.32,107.95,210.6
2024-09-04,219.41,106.16,219.41
2024-09-05,220.93,107.16,230.17
2024-09-06,219.38,102.79,210.73
2024-09-09,219.47,106.42,216.27
2024-09-10,218.67,108.05,226.17
2024-09-11,221.21,116.86,228.13
2024-09-12,221.32,119.1,229.81
2024-09-13,221.05,119.06,230.29
2024-09-16,214.91,116.74,226.78
2024-09-17,215.38,115.55,227.87
2024-09-18,219.25,113.33,227.2
2024-09-19,227.38,117.83,243.92
2024-09-20,226.71,115.96,238.25
2024-09-23,224.99,116.22,250.0
2024-09-24,225.89,120.83,254.27
2024-09-25,224.89,123.47,257.02
2024-09-26,226.04,124.0,254.22
2024-09-27,226.3,121.36,260.46
2024-09-30,231.48,121.4,261.63
2024-10-01,224.73,116.96,258.02
2024-10-02,225.3,118.81,249.02
2024-10-03,224.2,122.81,240.66
2024-10-04,225.32,124.88,250.08
2024-10-07,220.24,127.68,240.83
2024-10-08,224.3,132.84,244.5
2024-10-09,228.04,132.6,241.05
2024-10-10,227.55,134.76,238.77
2024-10-11,226.07,134.75,217.8
2024-10-14,229.79,138.02,219.16
2024-10-15,232.32,131.55,219.57
2024-10-16,230.27,135.67,221.33
2024-10-17,230.63,136.88,220.89
2024-10-18,233.47,137.95,220.7
2024-10-21,234.94,143.66,218.85
2024-10-22,234.32,143.54,217.97
2024-10-23,229.25,139.51,213.65
2024-10-24,229.07,140.36,260.48
2024-10-25,229.9,141.49,269.19
2024-10-28,231.88,140.47,262.51
2024-10-29,232.15,141.2,259.52
2024-10-30,228.6,139.29,257.55
2024-10-31,224.44,132.71,249.85
2024-11-01,221.46,135.35,248.98
2024-11-04,220.56,136.0,242.84
2024-11-05,221.99,139.86,251.44
2024-11-06,221.27,145.56,288.53
2024-11-07,226.0,148.83,296.91
2024-11-08,225.73,147.58,321.22
2024-11-11,223.01,145.21,350.0
2024-11-12,223.01,148.24,328.49
2024-11-13,223.9,146.22,330.24
2024-11-14,226.98,146.71,311.18
2024-11-15,223.78,141.93,320.72
2024-11-18,226.78,140.1,338.74
2024-11-19,227.04,146.96,346.0
2024-11-20,227.76,145.84,342.03
2024-11-21,227.28,146.62,339.64
2024-11-22,228.62,141.9,352.56
2024-11-25,231.6,135.97,338.59
2024-11-26,233.78,136.87,338.23
2024-11-27,233.65,135.29,332.89
2024-11-29,236.04,138.2,345.16
2024-12-02,238.29,138.58,357.09
2024-12-03,241.33,140.21,351.42
2024-12-04,241.69,145.09,357.93
2024-12-05,241.72,145.02,369.49
2024-12-06,241.52,142.4,389.22
2024-12-09,245.41,138.77,389.79
2024-12-10,246.42,135.03,400.99
2024-12-11,245.15,139.27,424.77
2024-12-12,246.61,137.3,418.1
2024-12-13,246.78,134.21,436.23
2024-12-16,249.68,131.96,463.02
2024-12-17,252.1,130.35,479.86
2024-12-18,246.7,128.87,440.13
2024-12-19,248.43,130.64,436.17
2024-12-20,253.11,134.66,421.06
2024-12-23,253.88,139.63,430.6
2024-12-24,256.8,140.18,462.28
2024-12-26,257.61,139.89,454.13
2024-12-27,254.2,136.97,431.66
2024-12-30,250.83,137.45,417.41
2024-12-31,249.06,134.25,403.84
2025-01-02,242.53,138.27,379.28
2025-01-03,242.04,144.43,410.44
2025-01-06,243.67,149.39,411.05
2025-01-07,240.89,140.1,394.36
2025-01-08,241.38,140.07,394.94
2025-01-10,235.56,135.87,394.74
2025-01-13,233.13,133.19,403.31
2025-01-14,232.01,131.72,396.36
2025-01-15,236.58,136.2,428.22
2025-01-16,227.02,133.53,413.82
2025-01-17,228.73,137.67,426.5
2025-01-21,221.43,140.79,424.07
2025-01-22,222.61,147.03,415.11
2025-01-23,222.44,147.18,412.38
2025-01-24,221.57,142.58,406.58
2025-01-27,228.61,118.39,397.15
2025-01-28,236.97,128.95,398.09
2025-01-29,238.06,123.67,389.1
2025-01-30,236.3,124.62,400.28
2025-01-31,234.72,120.04,404.6
2025-02-03,226.77,116.63,383.68
2025-02-04,231.54,118.62,392.21
2025-02-05,231.21,124.8,378.17
2025-02-06,231.95,128.64,374.32
2025-02-07,226.39,129.8,361.62
2025-02-10,226.66,133.53,350.73
2025-02-11,231.61,132.76,328.5
2025-02-12,235.84,131.1,336.51
2025-02-13,240.48,135.25,355.94
2025-02-14,243.54,138.81,355.84
2025-02-18,243.41,139.36,354.11
2025-02-19,243.81,139.19,360.56
2025-02-20,244.76,140.07,354.4
2025-02-21,244.48,134.39,337.8
2025-02-24,246.03,130.24,330.53
2025-02-25,245.97,126.6,302.8
2025-02-26,239.32,131.24,290.8
2025-02-27,236.27,120.12,281.95
2025-02-28,240.79,124.89,292.98
2025-03-03,237.0,114.03,284.65
2025-03-04,234.91,115.96,272.04
2025-03-05,234.72,117.27,279.1
2025-03-06,234.31,110.54,263.45
2025-03-07,238.03,112.66,262.67
2025-03-10,226.49,106.95,222.15
2025-03-11,219.88,108.73,230.58
2025-03-12,216.04,115.72,248.09
2025-03-13,208.77,115.56,240.68
2025-03-14,212.56,121.65,249.98
2025-03-17,213.07,119.51,238.01
2025-03-18,211.77,115.41,225.31
2025-03-19,214.31,117.5,235.86
2025-03-20,213.17,118.51,236.26
2025-03-21,217.32,117.68,248.71
2025-03-24,219.77,121.39,278.39
2025-03-25,222.78,120.67,288.14
2025-03-26,220.57,113.74,272.06
2025-03-27,222.88,111.41,273.13
2025-03-28,216.95,109.65,263.55
2025-03-31,221.17,108.36,259.16
2025-04-01,222.22,110.13,268.46
2025-04-02,222.92,110.4,282.76
2025-04-03,202.31,101.78,267.28
2025-04-04,187.56,94.29,239.43
2025-04-07,180.67,97.62,233.29
2025-04-08,171.67,96.28,221.86
2025-04-09,197.99,114.31,272.2
2025-04-10,189.59,107.55,252.4
2025-04-11,197.29,110.91,252.31
2025-04-14,201.64,110.69,252.35
2025-04-15,201.26,112.18,254.11
2025-04-16,193.43,104.47,241.55
2025-04-17,196.13,101.47,241.37
2025-04-21,192.32,96.89,227.5
2025-04-22,198.87,98.87,237.97
2025-04-23,203.71,102.69,250.74
2025-04-24,207.47,106.41,259.51
2025-04-25,208.37,110.99,284.95
2025-04-28,209.23,108.71,285.88
2025-04-29,210.29,109.0,292.03
2025-04-30,211.58,108.9,282.16
2025-05-01,212.39,111.59,280.52
2025-05-02,204.46,114.48,287.21
2025-05-05,198.03,113.8,280.26
2025-05-06,197.65,113.52,275.35
2025-05-07,195.4,117.04,276.22
2025-05-08,196.63,117.35,284.82
2025-05-09,197.67,116.63,298.26
2025-05-12,210.15,122.98,318.38
2025-05-13,212.28,129.91,334.07
2025-05-14,211.69,135.32,347.68
2025-05-15,210.81,134.81,342.82
2025-05-16,210.62,135.38,349.98
2025-05-19,208.15,135.55,342.09
2025-05-20,206.23,134.36,343.82
2025-05-21,201.48,131.78,334.62
2025-05-22,200.75,132.81,341.04
2025-05-23,194.68,131.27,339.34
2025-05-27,199.6,135.48,362.89
2025-05-28,199.81,134.79,356.9
2025-05-29,199.34,139.16,358.43
2025-05-30,200.24,135.11,346.46
2025-06-02,201.09,137.36,342.69
2025-06-03,202.65,141.19,344.27
2025-06-04,202.2,141.89,332.05
2025-06-05,200.02,139.96,284.7
2025-06-06,203.3,141.69,295.14
2025-06-09,200.84,142.6,308.58
2025-06-10,202.06,143.93,326.09
2025-06-11,198.18,142.81,326.43
2025-06-12,198.6,144.98,319.11
2025-06-13,195.85,141.95,325.31
2025-06-16,197.82,144.67,329.13
2025-06-17,195.05,144.1,316.35
2025-06-18,195.98,145.46,322.05
2025-06-20,200.39,143.83,322.16
2025-06-23,200.89,144.15,348.68
2025-06-24,199.69,147.88,340.47
2025-06-25,200.95,154.29,327.55
2025-06-26,200.39,155.0,325.78
2025-06-27,200.47,157.73,323.63
2025-06-30,204.55,157.97,317.66
2025-07-01,207.19,153.28,300.71
2025-07-02,211.8,157.23,315.65
2025-07-03,212.9,159.32,315.35
2025-07-07,209.31,158.22,293.94
2025-07-08,209.37,159.98,297.81
2025-07-09,210.5,162.86,295.88
2025-07-10,211.77,164.08,309.87
2025-07-11,210.52,164.9,313.51
2025-07-14,207.99,164.05,316.9
2025-07-15,208.48,170.68,310.78
2025-07-16,209.52,171.35,321.67
2025-07-17,209.38,172.98,319.41
2025-07-18,210.54,172.39,329.65
2025-07-21,211.84,171.36,328.49
2025-07-22,213.75,167.01,332.11
2025-07-23,213.5,170.76,332.56
2025-07-24,213.11,173.72,305.3
2025-07-25,213.23,173.48,316.06
2025-07-28,213.4,176.73,325.59
2025-07-29,210.63,175.49,321.2
2025-07-30,208.42,179.25,319.04
2025-07-31,206.94,177.85,308.27
2025-08-01,201.77,173.7,302.63
2025-08-04,202.73,179.98,309.26
2025-08-05,202.3,178.24,308.72
2025-08-06,212.6,179.4,319.91
2025-08-07,219.36,180.75,322.27
2025-08-08,228.65,182.68,329.65
2025-08-11,226.75,182.04,339.03
2025-08-12,229.21,183.14,340.84
2025-08-13,232.89,181.57,339.38
2025-08-14,232.34,182.0,335.58
2025-08-15,231.15,180.43,330.56
2025-08-18,230.45,181.99,335.16
2025-08-19,230.12,175.62,329.31
2025-08-20,225.58,175.38,323.9
2025-08-21,224.47,174.96,320.11
2025-08-22,227.33,177.97,340.01
2025-08-25,226.73,179.79,346.6
2025-08-26,228.87,181.75,351.67
2025-08-27,230.05,181.58,349.6
2025-08-28,232.12,180.15,345.98
2025-08-29,231.7,174.16,333.87
2025-09-02,229.28,170.76,329.36
2025-09-03,238.02,170.6,334.09
2025-09-04,239.32,171.64,338.53
2025-09-05,239.23,167.0,350.84
2025-09-08,237.43,168.29,346.4
2025-09-09,233.9,170.74,346.97
2025-09-10,226.36,177.31,347.79
2025-09-11,229.59,177.16,368.81
2025-09-12,233.62,177.81,395.94
2025-09-15,236.25,177.74,410.04
2025-09-16,237.7,174.87,421.62
2025-09-17,238.54,170.28,425.86
2025-09-18,237.43,176.23,416.85
2025-09-19,245.03,176.66,426.07
2025-09-22,255.59,183.6,434.21
2025-09-23,253.95,178.42,425.85
2025-09-24,251.83,176.96,442.79
2025-09-25,256.38,177.68,423.39
2025-09-26,254.97,178.18,440.4
2025-09-29,253.95,181.84,443.21
2025-09-30,254.15,186.57,444.72
2025-10-01,254.96,187.23,459.46
2025-10-02,256.64,188.88,436.0
2025-10-03,257.53,187.61,429.83
2025-10-06,256.2,185.53,453.25
2025-10-07,255.99,185.03,433.09
2025-10-08,257.57,189.1,438.69
2025-10-09,253.56,192.56,435.54
2025-10-10,244.8,183.15,413.49
2025-10-13,247.19,188.31,435.9
2025-10-14,247.3,180.02,429.24
2025-10-15,248.87,179.82,435.15
2025-10-16,246.98,181.8,428.75
2025-10-17,251.81,183.21,439.31
2025-10-20,261.74,182.63,447.43
2025-10-21,262.27,181.15,442.6
2025-10-22,257.96,180.27,438.97
2025-10-23,259.09,182.15,448.98
2025-10-24,262.32,186.25,433.72
2025-10-27,268.3,191.48,452.42
2025-10-28,268.49,201.02,460.55
2025-10-29,269.19,207.03,461.51
2025-10-30,270.88,202.88,440.1
2025-10-31,269.86,202.48,456.56
2025-11-03,268.54,206.87,468.37
2025-11-04,269.53,198.68,444.26
2025-11-05,269.63,195.2,462.07
2025-11-06,269.26,188.07,445.91
2025-11-07,267.96,188.14,429.52
2025-11-10,269.18,199.04,445.23
2025-11-11,274.99,193.15,439.62
2025-11-12,273.21,193.79,430.6
2025-11-13,272.69,186.85,401.99
2025-11-14,272.16,190.16,404.35
2025-11-17,267.21,186.59,408.92
2025-11-18,267.19,181.35,401.25
2025-11-19,268.31,186.51,403.99
2025-11-20,266.0,180.63,395.23
2025-11-21,271.24,178.87,391.09
2025-11-24,275.66,182.54,417.78
2025-11-25,276.71,177.81,419.4
2025-11-26,277.29,180.25,426.58
2025-11-28,278.59,176.99,430.17
2025-12-01,282.84,179.91,430.14
2025-12-02,285.92,181.45,429.24
2025-12-03,283.88,179.58,446.74
2025-12-04,280.44,183.38,454.53
2025-12-05,278.52,182.41,455.0
2025-12-08,277.63,185.55,439.58
2025-12-09,276.92,184.97,445.17
2025-12-10,278.52,183.78,451.45
2025-12-11,277.77,180.93,446.89
2025-12-12,278.02,175.02,458.96
2025-12-15,273.85,176.29,475.31
2025-12-16,274.35,177.72,489.88
2025-12-17,271.59,170.94,467.26
2025-12-18,271.94,174.14,483.37
2025-12-19,273.41,180.99,481.2
2025-12-22,270.72,183.69,488.73
2025-12-23,272.11,189.21,485.56
2025-12-24,273.55,188.61,485.4
2025-12-26,273.14,190.53,475.19
2025-12-29,273.5,188.22,459.64
2025-12-30,272.82,187.54,454.43
2025-12-31,271.61,186.5,449.72
2026-01-02,270.76,188.85,438.07
2026-01-05,267.01,188.12,451.67
2026-01-06,262.11,187.24,432.96
2026-01-07,260.09,189.11,431.41
2026-01-08,258.8,185.04,435.8
2026-01-09,259.13,184.86,445.01
2026-01-12,260.01,184.94,448.96
2026-01-13,260.81,185.81,447.2
2026-01-14,259.72,183.14,439.2
2026-01-15,257.97,187.05,438.57
2026-01-16,255.29,186.23,437.5
2026-01-20,246.47,178.07,419.25
2026-01-21,247.42,183.32,431.44
2026-01-22,248.12,184.84,449.36
2026-01-23,247.81,187.67,449.06
2026-01-26,255.17,186.47,435.2
2026-01-27,258.03,188.52,430.9
2026-01-28,256.2,191.52,431.46
2026-01-29,258.04,192.51,416.56
2026-01-30,259.24,191.13,430.41
2026-02-02,269.76,185.61,421.81
2026-02-03,269.23,180.34,421.96
2026-02-04,276.23,174.19,406.01
2026-02-05,275.65,171.88,397.21
2026-02-06,277.86,185.41,411.11
2026-02-09,274.62,190.04,417.32
2026-02-10,273.68,188.54,425.21
2026-02-11,275.5,190.05,428.27
2026-02-12,261.73,186.94,417.07
2026-02-13,255.78,182.81,417.44
2026-02-17,263.88,184.97,410.63
2026-02-18,264.35,187.98,411.32
2026-02-19,260.58,187.9,411.71
2026-02-20,264.58,189.82,411.82
2026-02-23,266.18,191.55,399.83
2026-02-24,272.14,192.85,409.38
2026-02-25,274.23,195.56,417.4
2026-02-26,272.95,184.89,408.58
2026-02-27,264.18,177.19,402.51
2026-03-02,264.72,182.48,403.32
2026-03-03,263.75,180.05,392.43
